Ignore,Clock Time,time,sensor 1,sensor 2,sensor 3,Unnamed: 6,"c(s1, s2)","c(s2, s3)","c(s1, s3)"
1970-01-01 00:00:00.000000000,,0,1.0,2.0,0.7,,,,
1970-01-01 00:00:00.000000000,,1,1.0099998333341667,1.9999500004166653,0.7069998833339166,,,,
1970-01-01 00:00:00.000000000,,2,1.0199986666933332,1.9998000066665778,0.7139990666853331,,,,
1970-01-01 00:00:00.000000000,,3,1.0299955002024956,1.9995500337489875,0.720996850141747,,,,
1970-01-01 00:00:00.000000000,,4,1.0399893341866342,1.999200106660978,0.7279925339306439,,,,
1970-01-01 00:00:00.000000000,,5,1.0499791692706784,1.9987502603949663,0.7349854184894747,,,,
1970-01-01 00:00:00.000000000,,6,1.0599640064794447,1.9982005399352043,0.7419748045356112,,,,
1970-01-01 00:00:00.000000000,,7,1.0699428473375328,1.9975510002532797,0.7489599931362729,,,,
1970-01-01 00:00:00.000000000,,8,1.0799146939691726,1.9968017063026196,0.7559402857784209,,,,
1970-01-01 00:00:00.000000000,,9,1.089878549198011,1.9959527330119942,0.7629149844386077,,,,
1970-01-01 00:00:00.000000000,,10,1.0998334166468282,1.9950041652780257,0.7698833916527796,,,,
1970-01-01 00:00:00.000000000,,11,1.1097783008371749,1.9939560979566968,0.7768448105860223,,,,
1970-01-01 00:00:00.000000000,,12,1.1197122072889194,1.9928086358538661,0.7837985451022436,,,,
1970-01-01 00:00:00.000000000,,13,1.129634142619695,1.991561893714788,0.7907438998337863,,,,
1970-01-01 00:00:00.000000000,,14,1.1395431146442365,1.9902159962126371,0.7976801802509655,,,,
1970-01-01 00:00:00.000000000,,15,1.1494381324735992,1.9887710779360424,0.8046066927315194,,-0.9641522715584245,-0.9641522715584246,1.0
1970-01-01 00:00:00.000000000,,16,1.159318206614246,1.9872272833756268,0.8115227446299721,,-0.9721541207879244,-0.9721541207879247,1.0000000000000004
1970-01-01 00:00:00.000000000,,17,1.169182349066996,1.9855847669095608,0.8184276443468972,,-0.9777565848452634,-0.9777565848452632,1.0000000000000002
1970-01-01 00:00:00.000000000,,18,1.1790295734258243,1.9838436927881213,0.8253207013980769,,-0.9818238129322332,-0.9818238129322335,1.0000000000000002
1970-01-01 00:00:00.000000000,,19,1.1888588949765007,1.9820042351172704,0.8322012264835503,,-0.9848658527234371,-0.9848658527234372,1.0
1970-01-01 00:00:00.000000000,,20,1.1986693307950613,1.9800665778412416,0.8390685315565428,,-0.9871984634744554,-0.9871984634744552,0.9999999999999998
1970-01-01 00:00:00.000000000,,21,1.2084598998460996,1.9780309147241484,0.8459219298922697,,-0.9890251570173841,-0.9890251570173841,0.9999999999999997
1970-01-01 00:00:00.000000000,,22,1.2182296230808694,1.9758974493306054,0.8527607361566085,,-0.9904816783068193,-0.9904816783068195,1.0000000000000002
